word count
aiškūs 135 
aiškintis 135 
savivaldybes 134 
saugos 134 
pradėsime 134 
politikas 134 
paskelbta 134 
paprasčiau 134 
lengvata 134 
konstitucinių 134 
kalbėdami 134 
galvoja 134 
derėtis 134 
demokratų 134 
dėka 134 
aiškina 134 
vyrų 133 
visame 133 
vadovaudamasis 133 
trukdo 133 
tinka 133 
tiesioginių 133 
subjektams 133 
šiomis 133 
prisimenate 133 
priimto 133 
pradėtų 133 
penki 133 
pastato 133 
partneriai 133 
normų 133 
nebėra 133 
mokamos 133 
minėtų 133 
išspręstas 133 
ginčas 133 
gerinti 133 
departamente 133 
departamentų 133 
bijo 133 
bauda 133 
asmenį 133 
valdybai 132 
vaidmenį 132 
sparčiai 132 
smarkiai 132 
siūliau 132 
remia 132 
prioritetas 132 
poveikį 132 
pirmųjų 132 
pakartosiu 132 
numatytų 132 
nerimų 132 
nenorime 132 
narystės 132 
mintį 132 
kompensacijas 132 
kapitalų 132 
kalti 132 
įvykius 132 
inicijuoti 132 
geriausia 132 
gerbti 132 
gavęs 132 
ekonomiškai 132 
dujas 132 
demokratija 132 
apaulauskas 132 
abi 132 
valdininkų 131 
susirinkti 131 
spaudos 131 
rezoliucijai 131 
respublika 131 
politiškai 131 
pirmosios 131 
pavesta 131 
nesame 131 
nekalbama 131 
labui 131 
kryptis 131 
ekonomikų 131 
bėda 131 
balsuota 131 
apsispręsta 131 
viduje 130 
triukšmo 130 
tokioje 130 
tinkamas 130 
terminus 130 
teigiamas 130 
skirtingai 130 
siūlomi 130 
šeimai 130 
pavyks 130 
neteko 130 
keistai 130 
įvedimas 130 
išsakė 130 
įsitikinimu 130 
gėrimų 130 
didės 130 
dalyvavimas 130 
dalykams 130 
atstovo 130 
atsakau 130 
turėdamas 129 
skaičiavimo 129 
rezultato 129 
rekomendacijas 129 
penkis 129 
pastraipsniui 129 
paminėjo 129 
kontrolei 129 
kapitalas 129 
ganėtinai 129 
būklės 129 
bazės 129 
atitinkamų 129 
aplinkybės 129 
vietovėse 128 
veiksmas 128 
vadinti 128 
ūkis 128 
taikomi 128 
socialinį 128 
priesaika 128 
pranešime 128 
piliečius 128 
piliečio 128 
pavardė 128 
pasirodė 128 
pagrindų 128 
nemoka 128 
neliko 128 
minėto 128 
metodikų 128 
mechanizmų 128 
logiškai 128 
linkiu 128 
lėmė 128 
kokybė 128 
kiekvienos 128 
keičiama 128 
įvairiais 128 
išlaidoms 128 
inspekcija 128 
iniciatoriai 128 
garantijas 128 
dirbantys 128 
dabartiniu 128 
baudas 128 
bandyti 128 
atsimenate 128 
apriboti 128 
viešųjį 127 
uosto 127 
ūkį 127 
teikimų 127 
strategijoje 127 
statybų 127 
šalį 127 
prokurore 127 
pranešėjo 127 
pavasarį 127 
pavaduotojai 127 
patinka 127 
patalpas 127 
partijų 127 
nepakankamai 127 
namai 127 
kova 127 
kitokio 127 
kiekvienu 127 
kandidatų 127 
juršėnai 127 
gyvename 127 
grupes 127 
formuojant 127 
ekonomikai 127 
darbams 127 
bandė 127 
atitinkamos 127 
apaulausko 127 
aiškumo 127 
turintys 126 
svarstydamas 126 
stojimo 126 
savarankiškai 126 
prisidėti 126 
pasiūlytas 126 
padarytos 126 
neveikia 126 
nesvarstyti 126 
kokiomis 126 
jsabatauskas 126 
įdėmiai 126 
estijos 126 
didinimas 126 
bvp 126 
buvusį 126 
būdami 126 
baigiu 126 
atrodytų 126 
atkreipė 126 
vidutinis 125 
svarbius 125 
šitai 125 
realių 125 
plenariniame 125 
patekti 125 
pašto 125 
pakoreguoti 125 
konkrečias 125 
įvairiose 125 
galimai 125 
frakcijų 125 
formos 125 
finansinę 125 
didesnio 125 
aktuali 125 
valstybines 124 
turintis 124 
truputėlį 124 
tėvystės 124 
sutikimo 124 
skiriant 124 
reglamentuota 124 
prašymus 124 
pavadinti 124 
paskirtis 124 
partneriais 124 
palaukti 124 
pabaigų 124 
minimalios 124 
kalbėjęs 124 
išmoka 124 
greičiausiai 124 
galiojančius 124 
derinimo 124 
bvėsaitė 124 
atsisako 124 
apsaugoti 124 
abejones 124 
veltui 123 
tūkstančiai 123 
skyrius 123 
šauktinių 123 
rinkimams 123 
pozicijas 123 
pirmos 123 
pirkimo 123 
pareigūno 123 
palinkėti 123 
nare 123 
kvalifikacijų 123 
kokiai 123 
kandidatūrai 123 
jaunimas 123 
išteklius 123 
geriausiai 123 
autorius 123 
atskiros 123 
apsisprendimas 123 
akcijos 123 
vyrai 122 
valstybėmis 122 
vadovais 122 
turėjote 122 
teisėjams 122 
sveikata 122 
straipsniuose 122 
statistika 122 
ribų 122 
rezervų 122 
registro 122 
pasirinktas 122 
pareiškimo 122 
pareigūnus 122 
nutarimai 122 
netiesa 122 
nemato 122 
nagrinėja 122 
minčių 122 
metrų 122 
lyderis 122 
ketvirtadienio 122 
juliau 122 
įmokų 122 
esminiai 122 
ėjo 122 
dalyviai 122 
centrų 122 
centre 122 
bazinio 122 
bandymas 122 
atostogos 122 
atliktų 122 
aktų 122 
ab 122 
vadovų 121 
ukrainos 121 
turėtumėte 121 
trūkumų 121 
terminų 121 
sveikatų 121 
sukelti 121 
statutu 121 
sektorių 121 
saugoti 121 
reguliavimas 121 
reali 121 
planuoti 121 
pirmininkus 121 
pirmininkai 121 
pateikdamas 121 
padirbėti 121 
pačia 121 
nusipirkti 121 
nedelsiant 121 
ligų 121 
kontroliuoja 121 
klausia 121 
kilti 121 
iškėlė 121 
įdomus 121 
bendruomenė 121 
bendrosios 121 
administracinio 121 
vertinant 120 
tyrimai 120 
televizija 120 
tarnauti 120 
sulaukti 120 
socialinėms 120 
sklypų 120 
riboti 120 
resursų 120 
pusmetį 120 
planai 120 
perskirstyti 120 
pateikėme 120 
pašalinti 120 
pagrįstas 120 
nepateikė 120 
mačiau 120 
lenkijoje 120 
įsigilinti 120 
ikiteisminio 120 
galėjome 120 
formuoti 120 
eis 120 
dokumentais 120 
dalyvavimų 120 
apsisprendimo 120 
valstybėms 119 
turtu 119 
teisingų 119 
susitarimai 119 
suderintas 119 
spręs 119 
skubiai 119 
skatina 119 
principais 119 
politikoje 119 
penkių 119 
pateikiama 119 
padarykime 119 
nuostolius 119 
nesupranta 119 
nepavyko 119 
nematome 119 
našta 119 
manyti 119 
leidybos 119 
invalidumo 119 
girdime 119 
garsiai 119 
direktyvų 119 
didelius 119 
atskirus 119 
viršininko 118 
vasaros 118 
vadovus 118 
svarbos 118 
stipriai 118 
sovietų 118 
šeimas 118 
savininko 118 
rinktis 118 
prioritetai 118 
pridurti 118 
prasmę 118 
plėtoti 118 
paskutiniu 118 
naujoji 118 
nauda 118 
maniau 118 
leista 118 
kredito 118 
kosovo 118 
kompensavimo 118 
bankų 118 
argumentais 118 
analizę 118 
sutampa 117 
steigimo 117 
skundų 117 
priesaikų 117 
priedo 117 
pirmieji 117 
pernelyg 117 
padarėte 117 
nustatys 117 
nuskambėjo 117 
nematyti 117 
nebent 117 
minėti 117 
lygmeniu 117 
juridiniai 117 
jav 117 
įvertinimo 117 
išsaugoti 117 
išeities 117 
išbrauktas 117 
interneto 117 
gimė 117 
gausime 117 
dideles 117 
darbuotojas 117 
butų 117 
aukštosios 117 
atsiskaityti 117 
veiksmų 116 
vartoti 116 
valstijų 116 
vadovavo 116 
suvienodinti 116 
stalo 116 
smurtų 116 
seimu 116 
saugumas 116 
rinkėjai 116 
poreikius 116 
perspektyvų 116 
patobulintas 116 
nereikalingas 116 
nagrinėjamas 116 
nacionalinę 116 
kancleris 116 
jokia 116 
gamtos 116 
autoriai 116 
tvarkingai 115 
sutarimas 115 
susilaikyti 115 
sureguliuoti 115 
studijas 115 
statyba 115 
šaltinis 115 
rengiami 115 
pritarsime 115 
prezidentu 115 
pjakučionio 115 
pavojų 115 
patvirtintų 115 
minutę 115 
laikomasi 115 
kontekste 115 
išaiškinti 115 
įprasta 115 
gsteponavičiaus 115 
ekonominę 115 
daromas 115 
balsavime 115 
atsitiks 115 
atitinkamus 115 
apmokėti 115 
vertę 114 
vaistinių 114 
tokiomis 114 
tarifas 114 
sudėti 114 
stadijų 114 
stabdyti 114 
skaidrumo 114 
šalims 114 
sakinys 114 
registruotas 114 
registrų 114 
penkerių 114 
niekuo 114 
neišvengiamai 114 
negalėtume 114 
naudingas 114 
konkursų 114 
kokiam 114 
kitokius 114 
kiekį 114 
keliami 114 
įvertinus 114 
deklaruoti 114 
atstovų 114 
teritorijų 113 
suprantamas 113 
stebėti 113 
premjeru 113 
precedentas 113 
prašoma 113 
pavardę 113 
paskutinė 113 
pasistengsiu 113 
padengti 113 
nejaugi 113 
nebūtina 113 
metodika 113 
korupcijai 113 
konstitucinė 113 
kompensacijų 113 
kompanija 113 
išvadomis 113 
funkcijoms 113 
būdo 113 
bbradauskas 113 
baigtas 113 
atsakomybėn 113 
visuomet 112 
veiksmais 112 
teritorijose 112 
susiduria 112 
surašyta 112 
sųraše 112 
politines 112 
pateiksime 112 
paskatinti 112 
pasipriešinimo 112 
palaikymo 112 
pakeistas 112 
pabaigti 112 
opozicinės 112 
nesutinku 112 
naudai 112 
logikų 112 
galimo 112 
galias 112 
diskutuojama 112 
būsiu 112 
būkite 112 
atskiri 112 
atnaujinti 112 
viršija 111 
verslininkų 111 
tau 111 
susitarimų 111 
sudėtis 111 
punktai 111 
prasidės 111 
pasiūlėme 111 
papildymas 111 
noru 111 
normalus 111 
nevykdo 111 
netrukus 111 
likę 111 
konkurencija 111 
klausimams 111 
galutinis 111 
erdvėje 111 
buvusi 111 
atsistatydinti 111 
ūkininkai 110 
teritorija 110 
teikimu 110 
skiriame 110 
skatinimo 110 
sankcijos 110 
regioninės 110 
pateikęs 110 
paskelbimo 110 
panašūs 110 
netenkina 110 
naudojamas 110 
minėtas 110 
matydamas 110 
klaidos 110 
išsakyta 110 
įeina 110 
idėjos 110 
galimų 110 
esminius 110 
esam 110 
darbuotojais 110 
balsavimu 110 
amatulas 110 
vienareikšmiškai 109 
tiesos 109 
teisėjo 109 
susitvarkyti 109 
suinteresuoti 109 
statybai 109 
sektorius 109 
rodikliai 109 
rezervas 109 
reikalais 109 
protokolo 109 
projektuose 109 
privačios 109 
pritarus 109 
pritartų 109 
prieštaravimas 109 
pozicijai 109 
pelnų 109 
pasiūlymais 109 
parlamentų 109 
parko 109 
paaiškinsiu 109 
nuspręs 109 
nuomos 109 
nesupratau 109 
nenumato 109 
naujasis 109 
milijardo 109 
matėte 109 
lyginant 109 
lūkesčius 109 
latvijoje 109 
kokioje 109 
klausimui 109 
klaidas 109 
kartoti 109 
išdėstė 109 
interpeliacijos 109 
energijų 109 
dirbsime 109 
bendrovę 109 
atskira 109 
ateitų 109 
akivaizdus 109 
vyktų 108 
vartojimų 108 
ūkininkų 108 
teigiate 108 
taškas 108 
straipsniais 108 
programoms 108 
nedidelis 108 
naudoja 108 
minimali 108 
milijonus 108 
konflikto 108 
kalbėsime 108 
jomis 108 
įvertinta 108 
įtaka 108 
gruzijos 108 
galvų 108 
galių 108 
galimi 108 
ekonominis 108 
balsuokime 108 
autorių 108 
atsitinka 108 
asalamakinas 108 
vykdė 107 
valanda 107 
vadovu 107 
tikru 107 
tartis 107 
švelniai 107 
skyrė 107 
skirtingos 107 
rodiklius 107 
redakcijai 107 
privaloma 107 
pozicijų 107 
pirminės 107 
pilietinės 107 
penktadienį 107 
paslaugų 107 
pasibaigus 107 
partijas 107 
paprašė 107 
palikta 107 
paaiškėjo 107 
nepriimsime 107 
nedidelė 107 
milijardų 107 
link 107 
kiekvienoje 107 
kelerius 107 
išreiškė 107 
vykdomi 106 
viduryje 106 
traktuoti 106 
sutikimų 106 
strateginių 106 
statybų 106 
statutinių 106 
socialiniai 106 
smulkaus 106 
šituo 106 
produktas 106 
pretenzijų 106 
pasakymas 106 
pasakęs 106 
padarytų 106 
nemokamai 106 
nekyla 106 
neklystu 106 
nekelia 106 
mandatų 106 
kultūra 106 
kliūčių 106 
jungtinės 106 
įmonei 106 
formuluotės 106 
daromi 106 
atlyginimams 106 
alga 106 
valstybinį 105 
techninių 105 
subjektai 105 
reglamentavimas 105 
punktus 105 
perteklinis 105 
pasirengę 105 
pagrindais 105 
nepriklausomos 105 
nelieka 105 
komitetams 105 
kariai 105 
įveikti 105 
išeis 105 
įregistruoti 105 
įmonėse 105 
europų 105 
etatų 105 
disponavimo 105 
dirbtinai 105 
dalyvaujant 105 
aukščiausiosios 105 
ataskaitų 105 
vertybes 104 
vadovui 104 
tradicija 104 
teikėjas 104 
sustiprinti 104 
statistikos 104 
spečeliūnas 104 
renkamas 104 
rengiamas 104 
reglamentavimo 104 
priemonę 104 
ploto 104 
patvirtintos 104 
pasirašo 104 
pasiektas 104 
paketo 104 
nutarta 104 
nuostatus 104 
noro 104 
netenka 104 
negalioja 104 
nebūna 104 
neaiškumų 104 
naudojami 104 
litai 104 
konstatavo 104 
konservatoriams 104 
įvairiai 104 
įskaityti 104 
įpareigoja 104 
grafikų 104 
gauname 104 
dveji 104 
ateičiai 104 
analogiškas 104 
amatulo 104 
aktualu 104 
standartus 103 
sųvokas 103 
rūpinasi 103 
pritarimas 103 
pritaręs 103 
priskirti 103 
prisiima 103 
patobulino 103 
pastebėjote 103 
paskelbtas 103 
netinka 103 
nereikėjo 103 
nekiltų 103 
liberalai 103 
kompromisų 103 
įvardyta 103 
išgirdome 103 
ginčai 103 
garso 103 
galvoju 103 
esi 103 
bendrauti 103 
auditas 103 
apmokestinimo 103 
vmuntianas 102 
virš 102 
teisingi 102 
svarstytas 102 
šiose 102 
sandaros 102 
realus 102 
priimtus 102 
patirtimi 102 
pastaruosius 102 
panaudojimų 102 
padiskutuoti 102 
nesutinka 102 
nesant 102 
naikinti 102 
mokslų 102 
milijonai 102 
laikotarpiui 102 
komentuoti 102 
įsigijimo 102 
intensyviai 102 
darbdaviai 102 
civilinės 102 
būdai 102 
atrodė 102 
atlikta 102 
alytaus 102 
tikslui 101 
tendencija 101 
susirinkę 101 
sumas 101 
situacijų 101 
rimti 101 
reguliavimų 101 
regione 101 
pusei 101 
priimkime 101 
paskutinio 101 
pasirinkimo 101 
pareikalaus 101 
pareigybių 101 
pamatyti 101 
organizacijoms 101 
numatote 101 
neduoda 101 
mokosi 101 
mokėtojų 101 
kviečiame 101 
karšto 101 
kaltės 101 
interesais 101 
idėjai 101 
gerbiamuoju 101 
gamybų 101 
frakcijose 101 
estijoje 101 
elgesys 101 
didesni 101 
dėti 101 
būtumėte 101 
atsitikti 101 
atrankos 101 
vaikais 100 
tęsiasi 100 
susirūpinimų 100 
stengiasi 100 
ssrs 100 
šimtai 100 
savivalda 100 
sųrašus 100 
santykis 100 
ryšio 100 
remtis 100 
remdamiesi 100 
produktus 100 
panašių 100 
pamatysime 100 
norim 100 
nesugebėjo 100 
nesikeičia 100 
nepakanka 100 
naktį 100 
meno 100 
ligoninių 100 
laivų 100 
kreiptasi 100 
įteisinta 100 
išvardyti 100 
išmokų 100 
ilgas 100 
gyvenantiems 100 
erdvės 100 
detaliai 100 
darbdavys 100 
darbais 100 
būstų 100 
atsiprašyti 100 
alkoholinių 100 
administracija 100 
abrazausko 100 
vykdys 99 
vykdomos 99 
viešuosius 99 
veiks 99 
tėvynę 99 
tenkina 99 
svarbiau 99 
svarbių 99 
supratimų 99 
sugebės 99 
suformuoti 99 
sritims 99 
socialinis 99 
savaitė 99 
rengė 99 
reguliuoja 99 
problemomis 99 
privatūs 99 
priiminėti 99 
priėmimui 99 
poreikį 99 
patarėjai 99 
organizuoja 99 
nurodoma 99 
maskvos 99 
liūdna 99 
lavinimo 99 
laikosi 99 
kreipiausi 99 
jėga 99 
įvertinant 99 
gyvenančių 99 
erdvę 99 
dokumentuose 99 
didinimų 99 
atsisakė 99 
trečiadienį 98 
teisėkūros 98 
surengti 98 
sudarant 98 
skirtingų 98 
senų 98 
sųvokų 98 
rezoliucijas 98 
priimtinas 98 
prekiauti 98 
precedentų 98 
prašymų 98 
pirmajam 98 
pensininkai 98 
pavardes 98 
pavaduotojų 98 
pateikiami 98 
pasirinkimas 98 
pasirašytas 98 
parduoda 98 
neverta 98 
neigiamų 98 
mgl 98 
medikai 98 
lošimų 98 
leisite 98 
keičiamo 98 
įvykiai 98 
išraiška 98 
galiojantis 98 
dainų 98 
anų 98 
valdančiajai 97 
vadovams 97 
teisinius 97 
teikiamų 97 
surinkta 97 
skubėti 97 
skaitėte 97 
seniūnai 97 
senas 97 
prokuratūrų 97 
pro 97 
privalomas 97 
privalomai 97 
praėjusį 97 
politinius 97 
pirmuoju 97 
pirmininkės 97 
perskaičiau 97 
pateikiant 97 
pateikiamas 97 
pasiūliau 97 
palaukite 97 
pacientų 97 
opozicinių 97 
opozicijoje 97 
nustatomas 97 
momentu 97 
lenkai 97 
išeitų 97 
efektyvumo 97 
derybose 97 
deklaravimo 97 
darbingumo 97 
dalyvautų 97 
dalyvaus 97 
bendrovei 97 
asignavimai 97 
vuspaskichas 96 
vidutinės 96 
vėliava 96 
veikė 96 
vadovaujama 96 
turizmo 96 
ties 96 
teisėmis 96 
socialliberalų 96 
šalimis 96 
rytų 96 
renkami 96 
pritarimų 96 
politiniai 96 
plėsti 96 
perka 96 
pasvarstyti 96 
pasisakyti 96 
pasielgti 96 
pareiškimų 96 
pareikalauti 96 
paprasti 96 
pakeitimui 96 
padidinimo 96 
netekusiu 96 
negalėsime 96 
mokiniams 96 
milijonų 96 
kuriant 96 
konkrečiu 96 
kandidato 96 
kaltinti 96 
įvyks 96 
įgyti 96 
elgesį 96 
vienodas 95 
vairuoti 95 
vadamkus 95 
tėvas 95 
teisingumas 95 
teiktų 95 
tarifų 95 
sutvarkyta 95 
suteikimo 95 
susitarta 95 
specialistus 95 
skaidrumų 95 
reikalaujama 95 
prieštaravimo 95 
prezidentūros 95 
piliečiui 95 
parengtų 95 
paramai 95 
palaiko 95 
padarytų 95 
miškų 95 
ministrus 95 
kitokiu 95 
investicijoms 95 
gamintojų 95 
finansinė 95 
demokratijų 95 
dėkingas 95 
daugybę 95 
apsispręs 95 
akcizų 95 
vertinu 94 
variantai 94 
valdyboje 94 
susieti 94 
sritys 94 
skelbia 94 
skaidriai 94 
šiurkščiai 94 
priemonėms 94 
pastatus 94 
pasikeis 94 
parlamentarų 94 
padidinimas 94 
numatant 94 
nemanyčiau 94 
neduos 94 
naštų 94 
mikrofono 94 
kūrimo 94 
kontrolieriai 94 
konfliktas 94 
kompensacijų 94 
kėlė 94 
keičiant 94 
joks 94 
išaiškinimo 94 
inspekcijos 94 
grėsmė 94 
galvojate 94 
duotų 94 
diskusijoje 94 
atspindi 94 
atsakytų 94 
atliks 94 
amatulevičius 94 
vadovaudamiesi 93 
tiekėjų 93 
teikiamame 93 
taškų 93 
susitarimus 93 
smurtas 93 
pritartume 93 
principingai 93 
priklausytų 93 
pramonės 93 
praeitos 93 
planuoja 93 
pasaulis 93 
pašalpos 93 
pajėgų 93 
nagrinėjimo 93 
mokės 93 
krizė 93 
kompensuojama 93 
keliai 93 
kasdien 93 
jsabatausko 93 
jabromavičiaus 93 
įgyvendinta 93 
fiziškai 93 
esantys 93 
būklę 93 
blogų 93 
automobilį 93 
aukštas 93 
viršininkas 92 
vidutinė 92 
tobulinimo 92 
sudėtingų 92 
struktūrose 92 
struktūras 92 
specialistais 92 
sklypo 92 
šeši 92 
progų 92 
prievolė 92 
pranešimo 92 
pranešimas 92 
paliekame 92 
pabaiga 92 
nedirba 92 
modelis 92 
liudija 92 
laisva 92 
įsakymu 92 
įmonėje 92 
įmokas 92 
greta 92 
etapas 92 
darbdavių 92 
būsite 92 
baigė 92 
atliekamas 92 
administracinės 92 
vuspaskicho 91 
vadovaujasi 91 
vadovaudamasi 91 
tinklus 91 
tendencijas 91 
teikdamas 91 
svarstytume 91 
sutarti 91 
strateginio 91 
stabilumo 91 
skelbiama 91 
saugomų 91 
ryšius 91 
pretenduoti 91 
prekyba 91 
politinei 91 
pateiktame 91 
parodys 91 
panaudotos 91 
pakeitė 91 
nepriimtas 91 
nebe 91 
minutės 91 
minimalų 91 
merų 91 
likus 91 
laisvosios 91 
krizės 91 
konstitucinę 91 
kandidatus 91 
jokie 91 
įtarimų 91 
įregistruota 91 
frakcijas 91 
eitų 91 
eigų 91 
direktyvų 91 
dirbau 91 
didinant 91 
dalys 91 
centrai 91 
byloje 91 
bene 91 
aukštų 91 
atitikti 91 
atėjęs 91 
apociaus 91 
vilties 90 
valstybinei 90 
tikslu 90 
tendencijos 90 
tarnautojas 90 
svečiai 90 
svarbaus 90 
spaudimų 90 
sakinio 90 
rezoliucijų 90 
reakcija 90 
prokuratūrai 90 
procentas 90 
patvirtinome 90 
pastangomis 90 
parlamentarai 90 
pakankamas 90 
numatome 90 
neturite 90 
neturėsime 90 
kandidatūra 90 
juridiškai 90 
išlikti 90 
išdalytas 90 
gydytojai 90 
grėsmės 90 
centrinio 90 
baigta 90 
atstovavimo 90 
apylinkės 90 
algų 90 
aiškų 90 
vienodos 89 
turintiems 89 
teigiamų 89 
teigiamų 89 
tarptautinėse 89 
sutiksite 89 
suformuluota 89 
subjektas 89 
spaudimas 89 
skundus 89 
skaičiavimus 89 
šimtus 89 
rūšių 89 
rodyti 89 
rekomendacijos 89 
ratifikuoti 89 
proto 89 
profesorius 89 
plotų 89 
pasielgė 89 
parengtų 89 
nustatytus 89 
normalu 89 
nepriklausoma 89 
neigiamas 89 
minutes 89 
minimalių 89 
matot 89 
kompromisas 89 
kiekis 89 
keturios 89 
kelius 89 
kategorijų 89 
kaštai 89 
karjeros 89 
jūrų 89 
juridinės 89 
įvykio 89 
įtraukimo 89 
įsiklausyti 89 
gerovės 89 
garantinio 89 
elgiamės 89 
ekonominį 89 
draudimu 89 
diskutuojame 89 
dirbama 89 
dešimties 89 
deleguoti 89 
branduolinės 89 
atsakingos 89 
alkoholį 89 
vertinimu 88 
valdymas 88 
tikslinti 88 
technologijas 88 
taikant 88 
specialistas 88 
skirtingas 88 
skaičiavimai 88 
šimtu 88 
ryte 88 
rodos 88 
renovuoti 88 
realios 88 
priemonėse 88 
praėjusių 88 
politinėms 88 
pasirinko 88 
pakeista 88 
padėtimi 88 
padėjo 88 
padarysi 88 
nustatomos 88 
nusišalinti 88 
nusikaltimas 88 
norisi 88 
neretai 88 
neliks 88 
nebūti 88 
neblogai 88 
nacionalinių 88 
moterys 88 
modernizuoti 88 
manimi 88 
kraujo 88 
konkurencingumų 88 
judėti 88 
įstaigų 88 
išanalizuoti 88 
inspektoriaus 88 
iniciatorius 88 
įgaliota 88 
gyventojus 88 
gyvenamosios 88 
grupėms 88 
egzaminų 88 
briuselyje 88 
aukščiausiasis 88 
ydinga 87 
vyras 87 
tenkinti 87 
tautinių 87 
svarstomos 87 
susiklostė 87 
stengiamės 87 
skurdo 87 
skirstomųjų 87 
rezervistų 87 
remiasi 87 
rekomendacijų 87 
prioritetų 87 
priklausančio 87 
priimtina 87 
poreikių 87 
pigiau 87 
pagrįsta 87 
padarę 87 
objektai 87 
nevertėtų 87 
nepriklauso 87 
nekalbėsiu 87 
nekalbame 87 
naudojimų 87 
natūra 87 
mokinių 87 
leidimas 87 
latvija 87 
kontrolierius 87 
kompanijų 87 
kolegomis 87 
keliamas 87 
keičiame 87 
kanclerio 87 
juridinis 87 
iškelta 87 
įdomi 87 
formuluoti 87 
fondai 87 
fiziniai 87 
finansinius 87 
emasiulio 87 
didesnius 87 
būdus 87 
bendrų 87 
bendradarbiavimas 87 
atmetė 87 
aktyviau 87 
zonų 86 
valdančiųjų 86 
svarstys 86 
susijusias 86 
rinkėjais 86 
remontui 86 
reikalavimo 86 
redakcijoje 86 
prašytume 86 
pensinio 86 
nusikaltimų 86 
mokslų 86 
modernizavimo 86 
minimalus 86 
migracijos 86 
licencijų 86 
lengvatų 86 
laikinojo 86 
konkursas 86 
jaunų 86 
įvykis 86 
išeitis 86 
finansuojama 86 
diskriminacijos 86 
centrus 86 
atstovaujama 86 
atlyginti 86 
amatulevičiaus 86 
vertėtų 85 
švietimui 85 
sudarymų 85 
sparčiau 85 
šiuose 85 
siūlomo 85 
rengimų 85 
radijų 85 
protokolų 85 
priklausančių 85 
priėmęs 85 
prasmė 85 
praeitį 85 
patyrimų 85 
paskirta 85 
parengtos 85 
pamenu 85 
nurodė 85 
numatomos 85 
nesuprato 85 
nepatenkinti 85 
nepasitikėjimų 85 
nepagrįstai 85 
nagrinėjant 85 
litų 85 
kultūrų 85 
konvencijų 85 
kontroliere 85 
konkuruoti 85 
konferencijoje 85 
kalbėtis 85 
išspręs 85 
išmano 85 
išduoti 85 
gyvenamųjų 85 
gerbiamajai 85 
energetinių 85 
darom 85 
dabartinį 85 
baltarusija 85 
aukšto 85 
aspektų 85 
apocius 85 
aplinkų 85 
vokietijoje 84 
vmuntiano 84 
vienokių 84 
vartojimas 84 
vaizdo 84 
tvirtai 84 
techniškai 84 
tamsta 84 
suskaičiuoti 84 
suinteresuotų 84 
statistikų 84 
skirstomieji 84 
šilumų 84 
sakys 84 
rusijoje 84 
ruošiasi 84 
retai 84 
raštas 84 
rankomis 84 
paskelbė 84 
paminėjau 84 
pabandyti 84 
nustebino 84 
misijų 84 
matysime 84 
litus 84 
leidimus 84 
įstaigoje 84 
informavo 84 
įgaliojimai 84 
gavote 84 
galiojimo 84 
galėsiu 84 
dotacijos 84 
dievui 84 
daromos 84 
balsais 84 
aukštos 84 
augina 84 
atsakingų 84 
atsakiau 84 
akių 84 
agentūros 84 
veikimo 83 
vaidmuo 83 
teiginys 83 
tarptautinė 83 
suteiktas 83 
šalpos 83 
rpalaičio 83 
pritaikyti 83 
parkų 83 
pamenate 83 
pagrindiniame 83 
pagrindines 83 
norėdamas 83 
nepriimtina 83 
narkomanijos 83 
kreipėmės 83 
konstituciniam 83 
konferencijos 83 
kainuotų 83 
įvairiomis 83 
išspręsime 83 
indėlius 83 
įgyvendintas 83 
geresnio 83 
galimybe 83 
galių 83 
einant 83 
domina 83 
diskusijose 83 
didėjimas 83 
bylose 83 
bausti 83 
automobilius 83 
aukų 83 
atėmimo 83 
analizės 83 
aktualūs 83 
visuomeninės 82 
vidurio 82 
verslininkams 82 
trukmės 82 
tinkamų 82 
teritorijas 82 
teoriškai 82 
teisines 82 
sutinkame 82 
sutikite 82 
skaičiuojant 82 
sėdėti 82 
renka 82 
produktų 82 
procesų 82 
prisiekti 82 
pragyvenimo 82 
praeitoje 82 
praeities 82 
parašytas 82 
panašų 82 
pamatysite 82 
palaikė 82 
padarytume 82 
netvarka 82 
nesuveikė 82 
neįsivaizduoju 82 
negaus 82 
neduok 82 
nedarykime 82 
nedalyvavo 82 
nedalyvauja 82 
namams 82 
modelio 82 
matom 82 
maksimaliai 82 
lygybės 82 
lyderio 82 
latviai 82 
kuršių 82 
konstituciniame 82 
klausyti 82 
klaipėdoje 82 
keleto 82 
karas 82 
išmokoms 82 
informacinių 82 
gsteponavičius 82 
formų 82 
esminės 82 
ekscelencija 82 
departamentu 82 
bazinį 82 
atsakykite 82 
anksti 82 
alternatyva 82 
afganistane 82 
abejoti 82 
ypatingas 81 
visu 81 
vidurkis 81 
vertinamas 81 
vairuotojų 81 
vadinamųjų 81 
tradicijas 81 
tikslais 81 
temų 81 
supratimo 81 
stabilumų 81 
sprendimams 81 
siekis 81 
rytiniame 81 
reikštų 81 
programose 81 
produkcijos 81 
privati 81 
prieiti 81 
prasminga 81 
pertvarkyti 81 
pagalvokite 81 
nukentėjusiųjų 81 
mumis 81 
mokykloms 81 
misija 81 
mėnuo 81 
likimas 81 
laisvos 81 
kviesti 81 
kritikos 81 
konvencija 81 
konkrečių 81 
komisijose 81 
keitimas 81 
keičiami 81 
kandidatai 81 
juridiniams 81 
įtikinti 81 
įsipareigojimas 81 
ilgų 81 
girdėjote 81 
